,date,1. open,2. high,3. low,4. close,5. volume
566,2020-02-05 14:20:00,320.27,321.13,320.26,320.88,199450.0
316,2020-02-10 15:40:00,321.13,321.2,320.76,320.8474,212017.0
128,2020-02-13 11:50:00,325.08,325.177,324.79200000000003,324.9,156025.0
632,2020-02-04 15:20:00,318.77,319.0,318.49,318.97,282759.0
65,2020-02-14 10:35:00,324.94,325.01,324.74,324.8004,282266.0
796,2020-01-31 14:40:00,312.625,312.98,312.32,312.445,383218.0
330,2020-02-10 14:30:00,319.9119,319.95,319.72,319.8483,97477.0
750,2020-02-03 12:00:00,311.85,312.27,311.82,311.98,271922.0
899,2020-01-30 12:35:00,320.84,321.17,320.72,320.8825,181562.0
752,2020-02-03 11:50:00,312.4701,312.8841,312.3136,312.4351,241210.0
673,2020-02-04 11:55:00,318.93,319.06,318.2,318.34,644173.0
853,2020-01-31 09:55:00,319.07,319.07,317.33,317.58,1139681.0
933,2020-01-30 09:45:00,323.99,323.99,323.37,323.62,591058.0
555,2020-02-05 15:15:00,321.8148,321.96,321.8,321.9,182803.0
865,2020-01-30 15:25:00,321.74,322.29,321.73,322.2735,348303.0
872,2020-01-30 14:50:00,320.2528,321.1874,319.8561,320.6729,495445.0
133,2020-02-13 11:25:00,325.41,325.68,325.41,325.57,180313.0
77,2020-02-14 09:35:00,324.74,325.89,324.56,325.8022,1022372.0
485,2020-02-06 14:35:00,324.6332,324.92,324.58,324.9,213978.0
78,2020-02-13 16:00:00,324.96,325.05,324.82,324.91,508317.0
447,2020-02-07 11:15:00,322.42,323.0482,322.2838,322.98,247986.0
999,2020-01-29 10:45:00,325.0925,325.7867,325.046,325.2005,798334.0
805,2020-01-31 13:55:00,311.81,312.2923,311.5617,311.8077,402911.0
746,2020-02-03 12:20:00,310.9148,311.15,310.63,310.81,389756.0
560,2020-02-05 14:50:00,320.8791,320.96,320.725,320.96,139742.0
380,2020-02-10 10:20:00,316.89,318.01,316.86,317.99,406933.0
1166,2020-01-27 09:45:00,309.8861,310.5942,308.8829,310.2161,1310898.0
331,2020-02-10 14:25:00,319.5777,319.92,319.52,319.892,88645.0
109,2020-02-13 13:25:00,325.21,325.39,324.79,324.86,182263.0
5,2020-02-14 15:35:00,323.72,323.85,323.6127,323.82,157822.0
269,2020-02-11 13:05:00,322.7135,322.783,322.455,322.7635,136729.0
378,2020-02-10 10:30:00,318.12,318.243,317.91,318.2429,315683.0
564,2020-02-05 14:30:00,320.98,320.9839,320.66,320.755,152955.0
675,2020-02-04 11:45:00,319.42,319.5,318.71,318.82,470256.0
438,2020-02-07 12:00:00,322.73,323.06,322.73,322.84,170926.0
911,2020-01-30 11:35:00,321.54,321.62,321.04,321.2189,315000.0
618,2020-02-05 10:00:00,322.59,323.22,322.42,323.0,506436.0
357,2020-02-10 12:15:00,318.7198,319.07,318.65,319.04,182840.0
582,2020-02-05 13:00:00,321.19,321.4,321.02,321.37,154289.0
162,2020-02-12 15:30:00,325.26,325.43,325.22,325.4,227351.0
1133,2020-01-27 12:30:00,310.7677,311.09,310.5443,310.71,256377.0
437,2020-02-07 12:05:00,322.8503,322.94,322.72,322.78,121129.0
693,2020-02-04 10:15:00,315.1898,315.48,314.25,314.4899,498044.0
1027,2020-01-28 14:55:00,317.72,317.8335,317.53,317.6787,270309.0
877,2020-01-30 14:25:00,321.02,321.24,320.81,320.89,214662.0
463,2020-02-07 09:55:00,321.45,321.5111,321.035,321.1985,496807.0
167,2020-02-12 15:05:00,325.27,325.44,325.1,325.385,170775.0
952,2020-01-29 14:40:00,326.8253,327.4633,326.5826,327.0653,290062.0
281,2020-02-11 12:05:00,321.97,322.4,321.83,322.0456,193924.0
1048,2020-01-28 13:10:00,316.25,316.4775,316.11,316.36,263726.0
502,2020-02-06 13:10:00,323.8,323.94,323.36,323.5,219822.0
674,2020-02-04 11:50:00,318.7833,319.4971,318.6963,318.9233,321467.0
385,2020-02-10 09:55:00,317.6043,317.69,317.08,317.3509,401328.0
338,2020-02-10 13:50:00,319.51,319.58,319.24,319.39,130130.0
241,2020-02-11 15:25:00,318.89,319.35,318.75,319.29,428224.0
671,2020-02-04 12:05:00,318.4375,318.7451,318.3547,318.3628,312989.0
271,2020-02-11 12:55:00,322.29,322.551,322.18,322.5509,110259.0
16,2020-02-14 14:40:00,324.2057,324.6225,324.15,324.5448,288595.0
798,2020-01-31 14:30:00,311.5,312.12,311.25,311.577,452720.0
729,2020-02-03 13:45:00,308.07,308.111,307.4,307.4748,307695.0
839,2020-01-31 11:05:00,315.8472,317.19,315.76,316.95,481558.0
508,2020-02-06 12:40:00,322.97,323.04,322.77,322.91,1333330.0
949,2020-01-29 14:55:00,326.87,327.3,326.84,327.2752,328317.0
596,2020-02-05 11:50:00,320.23,320.99,320.07,320.9,282583.0
680,2020-02-04 11:20:00,317.91,318.12,317.72,318.05,342465.0
363,2020-02-10 11:45:00,319.94,319.95,319.46,319.5051,169389.0
111,2020-02-13 13:15:00,324.74,324.885,324.58,324.69,144620.0
587,2020-02-05 12:35:00,321.35,321.4261,321.12,321.34,123521.0
98,2020-02-13 14:20:00,325.6735,325.73,325.15,325.43,246614.0
1120,2020-01-27 13:35:00,311.14,311.295,310.89,310.99,194272.0
1028,2020-01-28 14:50:00,317.42,317.83,317.37,317.72,338865.0
578,2020-02-05 13:20:00,320.3884,320.8683,320.2578,320.3634,251439.0
849,2020-01-31 10:15:00,316.61,317.07,315.87,316.09,1111303.0
651,2020-02-04 13:45:00,318.59,319.0,318.42,318.9,217054.0
663,2020-02-04 12:45:00,317.78,318.04,317.73,317.9499,243300.0
615,2020-02-05 10:15:00,322.3286,322.36,321.54,321.6301,517547.0
717,2020-02-03 14:45:00,307.5599,307.96,307.33,307.75,304718.0
922,2020-01-30 10:40:00,322.37,322.385,321.67,321.72,569368.0
401,2020-02-07 15:05:00,319.56,319.85,319.4,319.44,213378.0
634,2020-02-04 15:10:00,318.9721,318.98,318.62,318.6352,229877.0
879,2020-01-30 14:15:00,320.33,320.78,320.24,320.757,224389.0
256,2020-02-11 14:10:00,321.3471,321.7586,321.3182,321.3616,250395.0
983,2020-01-29 12:05:00,327.1785,327.9344,327.0636,327.6318,652345.0
473,2020-02-06 15:35:00,324.13,324.42,324.12,324.37,222501.0
956,2020-01-29 14:20:00,327.28,327.28,326.76,326.92,337586.0
715,2020-02-03 14:55:00,307.81,307.815,307.16,307.37,213790.0
492,2020-02-06 14:00:00,324.51,324.72,324.47,324.57,207983.0
307,2020-02-11 09:55:00,322.95,322.95,322.2201,322.3801,363596.0
368,2020-02-10 11:20:00,319.5134,319.8196,319.4793,319.5184,197679.0
42,2020-02-14 12:30:00,324.645,324.7,324.5,324.52,131602.0
428,2020-02-07 12:50:00,322.9304,323.05,322.83,322.8819,99206.0
641,2020-02-04 14:35:00,318.89,319.265,318.75,319.03,212763.0
484,2020-02-06 14:40:00,324.9,324.905,324.6041,324.642,204039.0
1076,2020-01-28 10:50:00,314.9383,315.3303,314.8398,314.9183,417159.0
960,2020-01-29 14:00:00,326.34,326.77,326.23,326.67,221288.0
1063,2020-01-28 11:55:00,316.1301,316.75,316.1301,316.7,460597.0
373,2020-02-10 10:55:00,319.51,319.6899,319.04,319.26,307458.0
272,2020-02-11 12:50:00,322.28,322.5635,322.24,322.29,140752.0
981,2020-01-29 12:15:00,326.97900000000004,327.45,326.9001,327.349,342651.0
1044,2020-01-28 13:30:00,316.5,316.7,316.42,316.5705,166565.0
245,2020-02-11 15:05:00,320.7,321.0,320.195,320.2225,198158.0
360,2020-02-10 12:00:00,319.08,319.16,318.9,318.9,216485.0
782,2020-01-31 15:50:00,310.01,310.8,309.35,309.72,1250212.0
659,2020-02-04 13:05:00,318.36,318.46,318.25,318.42,173566.0
234,2020-02-11 16:00:00,319.57,319.61,319.2,319.61,711850.0
998,2020-01-29 10:50:00,325.24,325.5,324.611,324.79400000000004,600988.0
90,2020-02-13 15:00:00,325.98,326.18,325.98,326.03,179646.0
137,2020-02-13 11:05:00,325.34,325.6,325.26,325.5139,340733.0
884,2020-01-30 13:50:00,320.14,320.28,319.7901,319.86,121275.0
622,2020-02-05 09:40:00,323.78,323.78,321.8,321.8,1020467.0
766,2020-02-03 10:40:00,312.3727,313.25,312.26,312.71,608823.0
361,2020-02-10 11:55:00,319.4736,319.4736,319.01,319.05,208654.0
567,2020-02-05 14:15:00,320.19,320.4429,320.13,320.2854,116820.0
977,2020-01-29 12:35:00,326.7637,327.0643,326.4337,326.5036,400856.0
1018,2020-01-28 15:40:00,317.6901,317.73,317.13,317.2801,642664.0
1040,2020-01-28 13:50:00,316.4,316.68,316.38,316.64,193777.0
1051,2020-01-28 12:55:00,316.12,316.69,316.01,316.4582,362967.0
27,2020-02-14 13:45:00,324.628,324.83,324.5953,324.74,73144.0
290,2020-02-11 11:20:00,322.56,322.81,322.44,322.81,218233.0
944,2020-01-29 15:20:00,326.5898,327.3493,326.503,327.0179,527227.0
29,2020-02-14 13:35:00,324.23,324.53,324.215,324.53,97094.0
1132,2020-01-27 12:35:00,310.64,310.9799,310.64,310.8274,204233.0
793,2020-01-31 14:55:00,312.2701,312.515,312.0,312.13,332577.0
698,2020-02-04 09:50:00,314.78,315.3322,314.78,314.98,627255.0
115,2020-02-13 12:55:00,325.28,325.55,325.27,325.3,97275.0
543,2020-02-06 09:45:00,320.74,321.57,320.5362,321.57,504015.0
859,2020-01-30 15:55:00,323.1,323.5,323.05,323.4239,587189.0
713,2020-02-03 15:05:00,307.09,307.67,307.0196,307.6402,197164.0
453,2020-02-07 10:45:00,322.8892,323.32,322.65,323.2246,379629.0
1109,2020-01-27 14:35:00,310.96,311.1,310.77,311.0,213564.0
117,2020-02-13 12:45:00,325.27,325.33,325.11,325.21,142735.0
878,2020-01-30 14:20:00,320.78,321.07,320.73,321.0132,201220.0
1068,2020-01-28 11:30:00,316.0893,316.22,315.76,315.9656,337226.0
1004,2020-01-29 10:20:00,322.9703,323.8974,322.8664,323.0974,880469.0
844,2020-01-31 10:40:00,316.15,316.64,315.71,315.7233,442352.0
431,2020-02-07 12:35:00,323.23,323.2785,322.9801,323.01,133928.0
1055,2020-01-28 12:35:00,316.8,317.17,316.7,317.0313,310936.0
759,2020-02-03 11:15:00,312.05,312.46,311.7,311.77,320955.0
953,2020-01-29 14:35:00,326.8,326.95,326.51,326.83,211781.0
215,2020-02-12 11:05:00,323.27,323.42,323.17,323.34,217208.0
749,2020-02-03 12:05:00,311.943,312.4203,311.6795,312.103,302459.0
1079,2020-01-28 10:35:00,313.5917,314.41,313.58,314.41,641500.0
711,2020-02-03 15:15:00,307.62,307.695,307.2053,307.32,196601.0
623,2020-02-05 09:35:00,323.703,325.0711,323.6297,323.8259,2789886.0
886,2020-01-30 13:40:00,320.34,320.34,319.96,320.04,187970.0
577,2020-02-05 13:25:00,320.3669,320.7722,320.3519,320.4013,180999.0
649,2020-02-04 13:55:00,319.1775,319.33,318.9654,319.3139,205940.0
12,2020-02-14 15:00:00,324.14,324.5,324.13,324.47,123824.0
1080,2020-01-28 10:30:00,313.2849,313.7,313.16,313.57,445486.0
919,2020-01-30 10:55:00,321.45,321.46,320.19,320.4196,536187.0
63,2020-02-14 10:45:00,325.06,325.32,324.95,325.1743,232195.0
1091,2020-01-28 09:35:00,312.6061,314.2471,312.4357,313.3261,2499714.0
496,2020-02-06 13:40:00,323.98,323.98,323.75,323.8,163802.0
586,2020-02-05 12:40:00,321.3444,321.56,321.22,321.475,104397.0
144,2020-02-13 10:30:00,324.4117,324.7064,323.8806,324.0017,521179.0
528,2020-02-06 11:00:00,321.52,321.8,321.42,321.69,195729.0
832,2020-01-31 11:40:00,315.7811,316.3838,314.7523,315.6351,920959.0
301,2020-02-11 10:25:00,322.0,322.12,321.885,321.91,191245.0
92,2020-02-13 14:50:00,325.82,325.9361,325.74,325.89,94928.0
930,2020-01-30 10:00:00,322.62,322.86,322.29,322.37,421548.0
676,2020-02-04 11:40:00,319.0496,319.52,318.9,319.4213,516828.0
561,2020-02-05 14:45:00,320.85,320.97,320.7702,320.88,135500.0
563,2020-02-05 14:35:00,320.755,320.91,320.621,320.845,127871.0
836,2020-01-31 11:20:00,316.2618,316.6463,315.3652,316.0418,761476.0
257,2020-02-11 14:05:00,321.8,321.86,321.2,321.3236,210355.0
1043,2020-01-28 13:35:00,316.59,316.85,316.45,316.62,201177.0
974,2020-01-29 12:50:00,326.875,326.9197,326.52,326.78,231079.0
847,2020-01-31 10:25:00,316.05,316.8382,315.94,316.7926,708001.0
923,2020-01-30 10:35:00,322.64,322.64,322.17,322.38,427189.0
1123,2020-01-27 13:20:00,310.725,311.31,310.67,311.1768,167442.0
732,2020-02-03 13:30:00,307.16,307.34,306.8338,306.87,330641.0
989,2020-01-29 11:35:00,326.85,327.18,326.43,326.5112,772920.0
554,2020-02-05 15:20:00,321.91,322.34,321.8476,322.2312,362718.0
168,2020-02-12 15:00:00,325.32,325.365,325.15,325.26,169492.0
583,2020-02-05 12:55:00,321.46,321.72,321.08,321.21,195986.0
1121,2020-01-27 13:30:00,311.1082,311.5016,310.95099999999996,311.1482,202603.0
722,2020-02-03 14:20:00,306.77,307.1374,306.67,307.02,237937.0
737,2020-02-03 13:05:00,308.73,309.02,308.16,308.28,395986.0
1087,2020-01-28 09:55:00,313.2654,313.41,313.08,313.39,503762.0
540,2020-02-06 10:00:00,321.89,322.43,321.7,322.38,446372.0
112,2020-02-13 13:10:00,324.73,324.84,324.7,324.75,146714.0
910,2020-01-30 11:40:00,321.2616,322.16900000000004,321.2281,321.577,352084.0
104,2020-02-13 13:50:00,325.63,325.86,325.59,325.67,211751.0
774,2020-02-03 10:00:00,310.35,310.93,309.5,310.78,1522541.0
226,2020-02-12 10:10:00,322.98,323.185,322.56,322.56,351673.0
1015,2020-01-28 15:55:00,317.6584,318.0379,317.2171,317.4683,1019410.0
725,2020-02-03 14:05:00,307.8053,308.23,307.625,307.925,289448.0
197,2020-02-12 12:35:00,324.7904,324.96,324.63,324.91,244400.0
838,2020-01-31 11:10:00,316.92,316.92,316.0631,316.2901,357919.0
1084,2020-01-28 10:10:00,312.65,312.9399,312.58,312.85,367383.0
815,2020-01-31 13:05:00,314.78,315.3,314.7304,314.7338,353084.0
667,2020-02-04 12:25:00,317.53,318.13,317.38,317.925,307635.0
748,2020-02-03 12:10:00,312.0701,312.09,311.11,311.194,329747.0
1022,2020-01-28 15:20:00,318.0153,318.05,317.64,317.67,352884.0
950,2020-01-29 14:50:00,326.9785,327.3682,326.8277,326.8906,270304.0
468,2020-02-06 16:00:00,324.91,325.24,324.89,325.21,1364899.0
491,2020-02-06 14:05:00,324.58,324.87,324.5399,324.86,201663.0
442,2020-02-07 11:40:00,322.76,323.04,322.68,322.961,181154.0
714,2020-02-03 15:00:00,307.36,307.46,306.93,307.08,246778.0
741,2020-02-03 12:45:00,310.0682,310.5907,310.0602,310.1482,291285.0
148,2020-02-13 10:10:00,324.47,325.1809,324.37,324.77,350141.0
214,2020-02-12 11:10:00,323.34,323.89,323.3,323.8297,375737.0
765,2020-02-03 10:45:00,312.6899,313.0168,312.2501,312.5099,452067.0
247,2020-02-11 14:55:00,321.1141,321.13,320.92,320.99,122825.0
26,2020-02-14 13:50:00,324.72,324.76,324.33,324.4083,109801.0
174,2020-02-12 14:30:00,325.19,325.28,324.94,324.96,132985.0
506,2020-02-06 12:50:00,323.38,323.7,323.01,323.04,203739.0
200,2020-02-12 12:20:00,324.3696,324.59,324.3145,324.5124,140211.0
194,2020-02-12 12:50:00,325.0,325.32,324.925,325.3199,589518.0
1003,2020-01-29 10:25:00,323.06,324.63,323.04,324.49,1051478.0
831,2020-01-31 11:45:00,315.6038,316.17,315.37,316.16,499612.0
134,2020-02-13 11:20:00,325.3321,325.7423,325.3219,325.4117,150501.0
1105,2020-01-27 14:55:00,309.7097,310.334,309.2531,309.2998,475115.0
429,2020-02-07 12:45:00,323.07,323.2299,322.85,322.89,154774.0
530,2020-02-06 10:50:00,320.98,322.06,320.91,321.83,379347.0
783,2020-01-31 15:45:00,309.4011,310.3581,308.5764,309.9762,1466968.0
797,2020-01-31 14:35:00,311.54400000000004,313.03,311.37,312.65,482939.0
1124,2020-01-27 13:15:00,310.71,310.82,310.5,310.73,213477.0
450,2020-02-07 11:00:00,322.65,322.97,322.37,322.3769,269145.0
87,2020-02-13 15:15:00,325.51,325.6,324.96,324.9601,181421.0
255,2020-02-11 14:15:00,321.3417,321.39,320.9,320.9782,286624.0
490,2020-02-06 14:10:00,324.86,324.98,324.75,324.9482,239913.0
823,2020-01-31 12:25:00,316.26,316.3,315.784,315.9013,213622.0
967,2020-01-29 13:25:00,326.2,326.7349,326.18,326.6107,272621.0
825,2020-01-31 12:15:00,316.635,316.74,316.05,316.22,232376.0
209,2020-02-12 11:35:00,324.18,324.389,324.0816,324.29,295797.0
1020,2020-01-28 15:30:00,318.09,318.09,317.79,318.0,281380.0
432,2020-02-07 12:30:00,323.24,323.33,323.14,323.24,100948.0
681,2020-02-04 11:15:00,317.49,317.91,317.39,317.9062,371631.0
14,2020-02-14 14:50:00,324.3399,324.3399,324.02,324.147,103071.0
913,2020-01-30 11:25:00,321.15,321.5,320.91,321.49,376297.0
238,2020-02-11 15:40:00,318.85,319.21,318.8293,319.1477,222943.0
550,2020-02-05 15:40:00,321.93,321.97,321.73,321.91,247251.0
936,2020-01-29 16:00:00,324.53,324.72,324.09,324.36,1308897.0
893,2020-01-30 13:05:00,320.45,320.65,320.23,320.26,179786.0
552,2020-02-05 15:30:00,322.38,322.67,322.12,322.19,362152.0
8,2020-02-14 15:20:00,324.09,324.145,323.93,323.93,171517.0
1097,2020-01-27 15:35:00,309.2224,309.7264,309.1462,309.2924,457608.0
319,2020-02-10 15:25:00,320.83,320.88,320.7,320.77,217040.0
158,2020-02-12 15:50:00,325.99,326.51,325.965,326.2699,716769.0
875,2020-01-30 14:35:00,320.595,320.71,320.1689,320.34,205115.0
317,2020-02-10 15:35:00,321.27,321.29,320.96,321.1051,252880.0
113,2020-02-13 13:05:00,324.65,325.06,324.54,324.76,193378.0
161,2020-02-12 15:35:00,325.39,325.65,325.2,325.64,316137.0
163,2020-02-12 15:25:00,325.0552,325.3149,325.0,325.26,180521.0
590,2020-02-05 12:20:00,321.85,322.05,321.39,321.47,316215.0
794,2020-01-31 14:50:00,312.055,312.57,312.02,312.28,267431.0
350,2020-02-10 12:50:00,319.39,319.46,319.1755,319.28,91439.0
276,2020-02-11 12:30:00,322.14,322.19,322.028,322.028,111273.0
327,2020-02-10 14:45:00,319.6,319.74,319.492,319.74,101178.0
891,2020-01-30 13:15:00,319.66,319.9856,319.57,319.6741,236372.0
101,2020-02-13 14:05:00,325.76,325.98,325.695,325.9709,194774.0
328,2020-02-10 14:40:00,319.7598,319.8,319.53,319.6225,94651.0
95,2020-02-13 14:35:00,325.55,325.85,325.51,325.83,148124.0
210,2020-02-12 11:30:00,324.54,324.64,324.09,324.16,345279.0
522,2020-02-06 11:30:00,322.45099999999996,322.6,322.21,322.51,215283.0
1038,2020-01-28 14:00:00,316.7501,316.94,316.7501,316.84,183496.0
851,2020-01-31 10:05:00,318.3652,318.7158,317.3546,317.3642,613342.0
329,2020-02-10 14:35:00,319.8577,319.9341,319.5893,319.7699,103838.0
881,2020-01-30 14:05:00,320.0,320.25,319.88,319.96,102810.0
688,2020-02-04 10:40:00,316.5397,317.29,316.51,316.75,782839.0
1045,2020-01-28 13:25:00,316.4322,316.61,316.24,316.48,175542.0
1162,2020-01-27 10:05:00,311.51,312.03,311.18,311.26,666175.0
364,2020-02-10 11:40:00,319.34,320.0,319.08,319.9242,286336.0
854,2020-01-31 09:50:00,319.1068,319.5191,318.5732,319.0719,1073596.0
339,2020-02-10 13:45:00,319.79,319.87,319.4,319.4966,107576.0
568,2020-02-05 14:10:00,320.28,320.41,320.07,320.235,144295.0
984,2020-01-29 12:00:00,327.635,327.8,327.15,327.15,651800.0
455,2020-02-07 10:35:00,322.22,322.8776,322.22,322.6578,506509.0
0,2020-02-14 16:00:00,324.97,325.02,324.69,324.95,843211.0
978,2020-01-29 12:30:00,326.728,327.0248,326.63,326.73,255738.0
840,2020-01-31 11:00:00,315.91,316.4,315.81,315.86,451026.0
67,2020-02-14 10:25:00,324.11,324.4607,324.0806,324.2701,383282.0
355,2020-02-10 12:25:00,318.77,318.85,318.72,318.72,155108.0
1154,2020-01-27 10:45:00,310.512,310.512,309.7,309.8059,382103.0
102,2020-02-13 14:00:00,325.55,326.1,325.55,325.75,196409.0
179,2020-02-12 14:05:00,325.13,325.34,325.06,325.06,674336.0
548,2020-02-05 15:50:00,321.7552,321.85,321.21,321.26,438946.0
701,2020-02-04 09:35:00,315.6032,316.9346,315.293,316.6432,2669366.0
286,2020-02-11 11:40:00,322.09,322.2301,321.37,321.5497,451596.0
220,2020-02-12 10:40:00,322.52,323.13,322.52,323.115,275180.0
487,2020-02-06 14:25:00,324.4517,324.8115,324.301,324.5217,378346.0
662,2020-02-04 12:50:00,317.96,318.31,317.67,317.82,503141.0
907,2020-01-30 11:55:00,321.91,322.53,321.85,322.5129,276359.0
39,2020-02-14 12:45:00,324.66,324.66,324.28,324.3559,107050.0
686,2020-02-04 10:50:00,317.0302,317.4786,316.4476,316.4952,500541.0
156,2020-02-12 16:00:00,327.14,327.2,326.95,327.2,1302750.0
24,2020-02-14 14:00:00,324.32,324.35,323.97,324.09,173857.0
505,2020-02-06 12:55:00,323.0203,323.1899,322.92,323.1,151131.0
279,2020-02-11 12:15:00,321.68,321.88,321.61,321.77,124939.0
494,2020-02-06 13:50:00,324.33,324.36,324.14,324.3211,188970.0
382,2020-02-10 10:10:00,317.5301,317.9,317.07,317.4969,472157.0
887,2020-01-30 13:35:00,319.87,320.455,319.66,320.35,273824.0
118,2020-02-13 12:40:00,325.5999,325.5999,325.15,325.2737,170172.0
358,2020-02-10 12:10:00,318.27,318.85,318.16,318.7092,216129.0
924,2020-01-30 10:30:00,322.64,322.9099,322.5,322.63,283087.0
763,2020-02-03 10:55:00,311.58,311.95,311.44,311.62,239498.0
235,2020-02-11 15:55:00,318.91,319.64,318.7599,319.62,511239.0
325,2020-02-10 14:55:00,320.232,320.27,320.108,320.2199,264342.0
175,2020-02-12 14:25:00,324.8971,325.25,324.8797,325.18,165770.0
183,2020-02-12 13:45:00,325.155,325.18,324.98,325.08,105826.0
1136,2020-01-27 12:15:00,310.2448,310.6903,310.17,310.34,345561.0
2,2020-02-14 15:50:00,324.18,324.5,324.18,324.46,323942.0
786,2020-01-31 15:30:00,311.435,311.52,310.66,310.825,528430.0
482,2020-02-06 14:50:00,324.9464,325.2558,324.9155,324.9944,336092.0
76,2020-02-14 09:40:00,325.86,326.151,325.3219,325.3826,464448.0
205,2020-02-12 11:55:00,324.25,324.5,324.17,324.44,168680.0
433,2020-02-07 12:25:00,323.11,323.4,323.06,323.235,201084.0
565,2020-02-05 14:25:00,320.8779,321.13,320.81,320.9774,175138.0
88,2020-02-13 15:10:00,325.28,325.5,325.14,325.5,212566.0
57,2020-02-14 11:15:00,325.24,325.665,325.23,325.59,156826.0
756,2020-02-03 11:30:00,313.41,313.46,312.67,312.78,383378.0
720,2020-02-03 14:30:00,307.41,307.78,307.2023,307.3495,275475.0
892,2020-01-30 13:10:00,320.2813,320.2813,319.4397,319.63,321012.0
1069,2020-01-28 11:25:00,315.86,316.1,315.72,316.09,424695.0
523,2020-02-06 11:25:00,322.355,322.62,322.31,322.465,266661.0
275,2020-02-11 12:35:00,322.04,322.08,321.86,321.91,130885.0
130,2020-02-13 11:40:00,325.4405,325.53,324.95099999999996,325.1164,330542.0
1125,2020-01-27 13:10:00,311.2699,311.2699,310.65,310.72,188955.0
942,2020-01-29 15:30:00,327.02,327.55,326.94,327.24,598978.0
372,2020-02-10 11:00:00,319.22,319.31,318.68,318.94,278619.0
266,2020-02-11 13:20:00,322.75,322.758,322.45,322.515,121733.0
966,2020-01-29 13:30:00,326.6095,326.82,326.46,326.76,227871.0
419,2020-02-07 13:35:00,322.23,322.4458,321.73,321.795,218316.0
192,2020-02-12 13:00:00,325.21,325.33,325.11,325.29,222824.0
735,2020-02-03 13:15:00,307.6898,307.9818,306.6105,306.8998,691827.0
263,2020-02-11 13:35:00,322.43,322.66,322.29,322.31,80683.0
631,2020-02-04 15:25:00,318.9551,319.13,318.5,318.58,339018.0
366,2020-02-10 11:30:00,319.63,320.19,319.594,319.85,327349.0
17,2020-02-14 14:35:00,324.12,324.23,323.9,324.19,174554.0
788,2020-01-31 15:20:00,310.6894,311.5494,310.6607,311.08299999999997,575302.0
85,2020-02-13 15:25:00,325.005,325.2548,324.97,325.04,158001.0
367,2020-02-10 11:25:00,319.51,319.659,319.43,319.61,165065.0
665,2020-02-04 12:35:00,317.65,317.67,317.33,317.54,198429.0
204,2020-02-12 12:00:00,324.46,324.49,324.24,324.39,126546.0
991,2020-01-29 11:25:00,326.4553,327.2031,326.4024,326.9153,628483.0
580,2020-02-05 13:10:00,321.025,321.025,320.415,320.47,238038.0
744,2020-02-03 12:30:00,311.05,311.28,310.78,310.94,206598.0
445,2020-02-07 11:25:00,322.72,323.1,322.7,322.99,260039.0
93,2020-02-13 14:45:00,325.91,325.9526,325.69,325.81,116761.0
386,2020-02-10 09:50:00,318.13,318.1425,317.4566,317.53,704379.0
812,2020-01-31 13:20:00,313.9951,314.4631,313.251,313.6751,604559.0
370,2020-02-10 11:10:00,319.66,319.88,319.35,319.56,318660.0
425,2020-02-07 13:05:00,322.58,322.63,322.35,322.62,182121.0
602,2020-02-05 11:20:00,321.17,321.46,321.11,321.22,253917.0
531,2020-02-06 10:45:00,321.21,321.35,320.84,320.997,146875.0
80,2020-02-13 15:50:00,324.7785,324.873,324.49,324.7635,205130.0
138,2020-02-13 11:00:00,325.31,325.4,325.145,325.33,308879.0
610,2020-02-05 10:40:00,320.5,320.686,319.18,319.3999,602753.0
1024,2020-01-28 15:10:00,318.15,318.23,317.9,317.93,389567.0
182,2020-02-12 13:50:00,325.07,325.14,324.87,324.95,100847.0
152,2020-02-13 09:50:00,325.2419,325.62,324.92,325.02,692974.0
954,2020-01-29 14:30:00,326.62,326.88,326.45,326.8,261739.0
760,2020-02-03 11:10:00,312.16,312.5,311.8473,312.04,340645.0
775,2020-02-03 09:55:00,309.43,310.27,309.36,310.27,997257.0
114,2020-02-13 13:00:00,325.3,325.35,324.41,324.62,315342.0
19,2020-02-14 14:25:00,323.58,323.99,323.5688,323.95,206834.0
334,2020-02-10 14:10:00,319.17,319.3,319.14,319.23,109017.0
1144,2020-01-27 11:35:00,308.31,308.54900000000004,307.86,308.0318,400636.0
184,2020-02-12 13:40:00,325.05,325.18,324.92,325.15,130499.0
430,2020-02-07 12:40:00,323.03,323.1,322.91,323.066,126206.0
535,2020-02-06 10:25:00,320.72,321.6,320.65,320.76,338874.0
857,2020-01-31 09:35:00,320.93,322.68,320.9009,321.7977,1865106.0
1066,2020-01-28 11:40:00,316.1,316.1,315.78,315.93,202397.0
532,2020-02-06 10:40:00,320.94,321.44,320.92,321.18,269485.0
1119,2020-01-27 13:40:00,310.9801,311.2,310.92,310.97,158175.0
311,2020-02-11 09:35:00,323.6,323.9,322.2058,322.2058,1720779.0
558,2020-02-05 15:00:00,321.49,321.54,321.18,321.27,262819.0
297,2020-02-11 10:45:00,322.65,323.24,322.65,323.2,429520.0
864,2020-01-30 15:30:00,322.3,322.33,321.56,321.785,357512.0
11,2020-02-14 15:05:00,324.46,324.53,324.2,324.21,114913.0
407,2020-02-07 14:35:00,319.58,320.09,319.58,319.92,349162.0
921,2020-01-30 10:45:00,321.71,321.89,321.47,321.68,490130.0
993,2020-01-29 11:15:00,325.83,326.62,325.72,326.3,906468.0
