date,1. open,2. high,3. low,4. close,5. volume
2020-02-14 12:55:00,324.32,324.334,324.0492,324.21,99730.0
2020-02-14 12:50:00,324.36,324.48,324.31,324.3108,103751.0
2020-02-14 12:45:00,324.66,324.66,324.28,324.3559,107050.0
2020-02-14 12:40:00,324.63,324.645,324.523,324.6445,90156.0
2020-02-14 12:35:00,324.5168,324.66,324.46,324.65,86638.0
2020-02-14 12:30:00,324.645,324.7,324.5,324.52,131602.0
2020-02-14 12:25:00,324.6685,324.9846,324.4941,324.6585,215586.0
2020-02-14 12:20:00,324.64,324.827,324.45,324.65,137215.0
2020-02-14 12:15:00,324.71,324.81,324.64,324.64,119309.0
2020-02-14 12:10:00,324.72,324.835,324.59,324.72,145032.0
2020-02-14 12:05:00,324.97,325.03,324.7,324.7,71827.0
2020-02-14 12:00:00,324.94,325.092,324.896,325.0,140203.0
2020-02-14 11:55:00,324.72,325.04,324.7,324.94,172196.0
2020-02-14 11:50:00,325.0146,325.105,324.69,324.6901,275128.0
2020-02-14 11:45:00,324.71,324.9899,324.625,324.812,114529.0
2020-02-14 11:40:00,324.85,324.89,324.6557,324.7,177982.0
2020-02-14 11:35:00,325.08,325.08,324.8146,324.85,202238.0
2020-02-14 11:30:00,325.2716,325.2716,324.96,325.0999,177122.0
2020-02-14 11:25:00,325.615,325.64,325.19,325.2883,137152.0
2020-02-14 11:20:00,325.6,325.66,325.495,325.6044,114023.0
2020-02-14 11:15:00,325.24,325.665,325.23,325.59,156826.0
2020-02-14 11:10:00,325.32,325.43,325.02,325.23,272816.0
2020-02-14 11:05:00,325.74,325.88,325.235,325.31,214389.0
2020-02-14 11:00:00,325.48,325.94,325.48,325.73,367300.0
2020-02-14 10:55:00,325.23,325.74,325.23,325.47,303608.0
2020-02-14 10:50:00,325.19,325.25,325.01,325.23,238568.0
2020-02-14 10:45:00,325.06,325.32,324.95,325.1743,232195.0
2020-02-14 10:40:00,324.8,325.18,324.63,325.05,280811.0
2020-02-14 10:35:00,324.94,325.01,324.74,324.8004,282266.0
2020-02-14 10:30:00,324.27,324.928,324.246,324.9276,392206.0
2020-02-14 10:25:00,324.11,324.4607,324.0806,324.2701,383282.0
2020-02-14 10:20:00,323.26,324.15,323.08,324.115,353083.0
2020-02-14 10:15:00,323.913,324.2603,323.1593,323.2773,472857.0
2020-02-14 10:10:00,323.94,324.1106,323.77,323.9,209050.0
2020-02-14 10:05:00,323.9435,324.2,323.72,323.9732,412159.0
2020-02-14 10:00:00,324.22,324.27,323.53,323.95,380025.0
2020-02-14 09:55:00,324.4201,324.47,324.07,324.3458,381147.0
2020-02-14 09:50:00,324.52,324.84,324.51,324.5102,297383.0
2020-02-14 09:45:00,325.3461,325.37,324.51,324.51,424331.0
2020-02-14 09:40:00,325.86,326.151,325.3219,325.3826,464448.0
2020-02-14 09:35:00,324.74,325.89,324.56,325.8022,1022372.0
2020-02-13 16:00:00,324.96,325.05,324.82,324.91,508317.0
2020-02-13 15:55:00,324.76,325.15,324.613,324.97,396522.0
2020-02-13 15:50:00,324.7785,324.873,324.49,324.7635,205130.0
2020-02-13 15:45:00,324.96,325.1498,324.52,324.79,266503.0
2020-02-13 15:40:00,324.9,324.965,324.723,324.965,171264.0
2020-02-13 15:35:00,325.22,325.3,324.67,324.91,241606.0
2020-02-13 15:30:00,325.0595,325.215,324.9,325.215,143302.0
2020-02-13 15:25:00,325.005,325.2548,324.97,325.04,158001.0
2020-02-13 15:20:00,324.98,325.182,324.94,325.0,158419.0
2020-02-13 15:15:00,325.51,325.6,324.96,324.9601,181421.0
2020-02-13 15:10:00,325.28,325.5,325.14,325.5,212566.0
2020-02-13 15:05:00,326.037,326.18,325.23,325.28,273313.0
2020-02-13 15:00:00,325.98,326.18,325.98,326.03,179646.0
2020-02-13 14:55:00,325.9045,325.99,325.859,325.98,131525.0
2020-02-13 14:50:00,325.82,325.9361,325.74,325.89,94928.0
2020-02-13 14:45:00,325.91,325.9526,325.69,325.81,116761.0
2020-02-13 14:40:00,325.82,325.97,325.79,325.9,114069.0
2020-02-13 14:35:00,325.55,325.85,325.51,325.83,148124.0
2020-02-13 14:30:00,325.52,325.592,325.35,325.5,107770.0
2020-02-13 14:25:00,325.43,325.59,325.41,325.51,135959.0
2020-02-13 14:20:00,325.6735,325.73,325.15,325.43,246614.0
2020-02-13 14:15:00,325.51,325.72,325.44,325.632,146296.0
2020-02-13 14:10:00,325.975,326.03,325.5,325.5,156048.0
2020-02-13 14:05:00,325.76,325.98,325.695,325.9709,194774.0
2020-02-13 14:00:00,325.55,326.1,325.55,325.75,196409.0
2020-02-13 13:55:00,325.68,325.72,325.51,325.51,145297.0
2020-02-13 13:50:00,325.63,325.86,325.59,325.67,211751.0
2020-02-13 13:45:00,325.49,325.6799,325.42,325.62,181548.0
2020-02-13 13:40:00,325.35,325.53,325.3,325.4974,100094.0
2020-02-13 13:35:00,325.23,325.4756,325.03,325.38,113316.0
2020-02-13 13:30:00,324.8345,325.28,324.8345,325.25,166040.0
2020-02-13 13:25:00,325.21,325.39,324.79,324.86,182263.0
2020-02-13 13:20:00,324.67,325.24,324.4,325.22,222406.0
2020-02-13 13:15:00,324.74,324.885,324.58,324.69,144620.0
2020-02-13 13:10:00,324.73,324.84,324.7,324.75,146714.0
2020-02-13 13:05:00,324.65,325.06,324.54,324.76,193378.0
2020-02-13 13:00:00,325.3,325.35,324.41,324.62,315342.0
2020-02-13 12:55:00,325.28,325.55,325.27,325.3,97275.0
2020-02-13 12:50:00,325.2399,325.49,325.1459,325.29,154667.0
2020-02-13 12:45:00,325.27,325.33,325.11,325.21,142735.0
2020-02-13 12:40:00,325.5999,325.5999,325.15,325.2737,170172.0
2020-02-13 12:35:00,325.59,325.8001,325.5069,325.58,137190.0
2020-02-13 12:30:00,325.76,325.77,325.54,325.594,172167.0
2020-02-13 12:25:00,326.07,326.09,325.66,325.765,211129.0
2020-02-13 12:20:00,325.8258,326.22,325.73,326.07,343410.0
2020-02-13 12:15:00,325.58,325.89,325.4,325.829,220137.0
2020-02-13 12:10:00,325.2775,325.62,325.2775,325.545,155744.0
2020-02-13 12:05:00,324.98,325.55,324.9201,325.3,241347.0
2020-02-13 12:00:00,324.94,325.26,324.93,324.99,183692.0
2020-02-13 11:55:00,324.9002,325.1,324.8601,324.96,105360.0
2020-02-13 11:50:00,325.08,325.177,324.792,324.9,156025.0
2020-02-13 11:45:00,325.1071,325.133,324.96,325.11,129774.0
2020-02-13 11:40:00,325.4405,325.53,324.951,325.1164,330542.0
2020-02-13 11:35:00,325.29,325.6232,325.27,325.43,155693.0
2020-02-13 11:30:00,325.54,325.61,325.3,325.3,292200.0
2020-02-13 11:25:00,325.41,325.68,325.41,325.57,180313.0
2020-02-13 11:20:00,325.3321,325.7423,325.3219,325.4117,150501.0
2020-02-13 11:15:00,324.99,325.47,324.98,325.31,214662.0
2020-02-13 11:10:00,325.52,325.52,324.99,324.99,221762.0
2020-02-13 11:05:00,325.34,325.6,325.26,325.5139,340733.0
2020-02-13 11:00:00,325.31,325.4,325.145,325.33,308879.0
2020-02-13 10:55:00,324.7,325.31,324.6101,325.24,401672.0
2020-02-13 10:50:00,324.5,324.92,324.43,324.69,352241.0
2020-02-13 10:45:00,323.71,324.5244,323.54,324.4897,362541.0
2020-02-13 10:40:00,324.1364,324.29,323.6,323.71,313997.0
2020-02-13 10:35:00,324.0003,324.5581,323.9618,324.1503,353826.0
2020-02-13 10:30:00,324.4117,324.7064,323.8806,324.0017,521179.0
2020-02-13 10:25:00,324.935,324.935,324.25,324.39,369097.0
2020-02-13 10:20:00,325.1,325.15,324.92,324.9201,307360.0
2020-02-13 10:15:00,324.74,325.27,324.7393,325.1209,426998.0
2020-02-13 10:10:00,324.47,325.1809,324.37,324.77,350141.0
2020-02-13 10:05:00,324.6455,325.2761,324.4854,324.4874,541762.0
2020-02-13 10:00:00,325.84,325.92,324.5,324.63,564854.0
2020-02-13 09:55:00,325.13,325.681,325.12,325.6807,489632.0
2020-02-13 09:50:00,325.2419,325.62,324.92,325.02,692974.0
2020-02-13 09:45:00,325.03,325.48,325.0236,325.21,474774.0
2020-02-13 09:40:00,325.4,325.4,324.87,324.9,672403.0
2020-02-13 09:35:00,323.402,325.2,323.39,325.1813,2492380.0
2020-02-12 16:00:00,327.14,327.2,326.95,327.2,1302750.0
2020-02-12 15:55:00,326.27,327.15,326.2541,327.14,1041122.0
2020-02-12 15:50:00,325.99,326.51,325.965,326.2699,716769.0
2020-02-12 15:45:00,325.85,326.0,325.8301,325.9912,443779.0
2020-02-12 15:40:00,325.6332,325.94,325.55,325.83,411762.0
2020-02-12 15:35:00,325.39,325.65,325.2,325.64,316137.0
2020-02-12 15:30:00,325.26,325.43,325.22,325.4,227351.0
2020-02-12 15:25:00,325.0552,325.3149,325.0,325.26,180521.0
2020-02-12 15:20:00,325.0,325.055,324.9,325.055,208991.0
2020-02-12 15:15:00,325.3635,325.3798,324.96,325.01,350404.0
2020-02-12 15:10:00,325.37,325.427,325.335,325.3635,141308.0
2020-02-12 15:05:00,325.27,325.44,325.1,325.385,170775.0
2020-02-12 15:00:00,325.32,325.365,325.15,325.26,169492.0
2020-02-12 14:55:00,325.3711,325.49,325.32,325.33,259740.0
2020-02-12 14:50:00,324.9902,325.45,324.9902,325.3724,213013.0
2020-02-12 14:45:00,325.04,325.198,325.003,325.0032,167812.0
2020-02-12 14:40:00,324.91,325.14,324.88,325.0225,113483.0
2020-02-12 14:35:00,324.9562,325.02,324.899,324.8993,110363.0
2020-02-12 14:30:00,325.19,325.28,324.94,324.96,132985.0
2020-02-12 14:25:00,324.8971,325.25,324.8797,325.18,165770.0
2020-02-12 14:20:00,324.79,325.0,324.73,324.895,151596.0
2020-02-12 14:15:00,325.09,325.17,324.74,324.8037,169738.0
2020-02-12 14:10:00,325.05,325.22,324.99,325.095,116453.0
2020-02-12 14:05:00,325.13,325.34,325.06,325.06,674336.0
2020-02-12 14:00:00,324.88,325.28,324.86,325.15,156772.0
2020-02-12 13:55:00,324.95,324.96,324.86,324.8959,143019.0
2020-02-12 13:50:00,325.07,325.14,324.87,324.95,100847.0
2020-02-12 13:45:00,325.155,325.18,324.98,325.08,105826.0
2020-02-12 13:40:00,325.05,325.18,324.92,325.15,130499.0
2020-02-12 13:35:00,325.1105,325.2,324.98,325.03,127510.0
2020-02-12 13:30:00,324.87,325.17,324.81,325.1,147391.0
2020-02-12 13:25:00,325.17,325.18,324.7626,324.88,153301.0
2020-02-12 13:20:00,324.9162,325.24,324.89,325.1387,182478.0
2020-02-12 13:15:00,324.88,324.96,324.68,324.92,238989.0
2020-02-12 13:10:00,325.08,325.21,324.759,324.87,293178.0
2020-02-12 13:05:00,325.3,325.3,325.065,325.0654,250223.0
2020-02-12 13:00:00,325.21,325.33,325.11,325.29,222824.0
2020-02-12 12:55:00,325.3139,325.4,325.11,325.185,304487.0
2020-02-12 12:50:00,325.0,325.32,324.925,325.3199,589518.0
2020-02-12 12:45:00,324.86,324.99,324.814,324.99,197663.0
2020-02-12 12:40:00,324.905,324.96,324.76,324.8601,195841.0
2020-02-12 12:35:00,324.7904,324.96,324.63,324.91,244400.0
2020-02-12 12:30:00,324.62,324.8,324.585,324.8,207149.0
2020-02-12 12:25:00,324.505,324.67,324.4,324.6144,140093.0
2020-02-12 12:20:00,324.3696,324.59,324.3145,324.5124,140211.0
2020-02-12 12:15:00,324.333,324.7108,324.3104,324.3812,183294.0
2020-02-12 12:10:00,324.49,324.55,324.27,324.3113,148697.0
2020-02-12 12:05:00,324.38,324.69,324.37,324.46,264337.0
2020-02-12 12:00:00,324.46,324.49,324.24,324.39,126546.0
2020-02-12 11:55:00,324.25,324.5,324.17,324.44,168680.0
2020-02-12 11:50:00,324.0405,324.6055,324.025,324.2638,234063.0
2020-02-12 11:45:00,324.4342,324.57,324.036,324.0364,287859.0
2020-02-12 11:40:00,324.28,324.52,324.265,324.43,203593.0
2020-02-12 11:35:00,324.18,324.389,324.0816,324.29,295797.0
2020-02-12 11:30:00,324.54,324.64,324.09,324.16,345279.0
2020-02-12 11:25:00,324.39,324.53,324.13,324.53,445943.0
2020-02-12 11:20:00,323.82,324.42,323.82,324.38,548177.0
2020-02-12 11:15:00,323.825,323.89,323.77,323.8101,294438.0
2020-02-12 11:10:00,323.34,323.89,323.3,323.8297,375737.0
2020-02-12 11:05:00,323.27,323.42,323.17,323.34,217208.0
2020-02-12 11:00:00,323.39,323.51,323.07,323.24,217366.0
2020-02-12 10:55:00,323.3,323.44,323.1182,323.4132,226389.0
2020-02-12 10:50:00,323.191,323.34,323.17,323.29,313047.0
2020-02-12 10:45:00,323.1403,323.6572,323.1067,323.1803,335632.0
2020-02-12 10:40:00,322.52,323.13,322.52,323.115,275180.0
2020-02-12 10:35:00,322.36,322.7,322.3,322.52,264127.0
2020-02-12 10:30:00,322.625,322.68,322.3,322.36,267081.0
2020-02-12 10:25:00,322.9,323.117,322.61,322.63,358782.0
2020-02-12 10:20:00,322.5939,322.94,322.5,322.89,278012.0
2020-02-12 10:15:00,322.5271,322.8,322.48,322.6,401378.0
2020-02-12 10:10:00,322.98,323.185,322.56,322.56,351673.0
2020-02-12 10:05:00,323.49,323.54,322.985,322.9852,440449.0
2020-02-12 10:00:00,322.89,323.52,322.85,323.46,406315.0
2020-02-12 09:55:00,322.7,323.009,322.667,322.88,385201.0
2020-02-12 09:50:00,323.0,323.148,322.65,322.73,426816.0
2020-02-12 09:45:00,323.65,323.86,322.97,322.9702,728267.0
2020-02-12 09:40:00,323.0945,323.59,322.9493,323.59,705521.0
2020-02-12 09:35:00,321.665,323.16,321.53,322.9996,1709032.0
2020-02-11 16:00:00,319.57,319.61,319.2,319.61,711850.0
2020-02-11 15:55:00,318.91,319.64,318.7599,319.62,511239.0
2020-02-11 15:50:00,319.3976,319.46,318.81,318.889,334710.0
2020-02-11 15:45:00,319.1472,319.66,319.04,319.385,389446.0
2020-02-11 15:40:00,318.85,319.21,318.8293,319.1477,222943.0
2020-02-11 15:35:00,319.1899,319.39,318.7798,318.84,332007.0
2020-02-11 15:30:00,319.3032,319.312,319.0,319.18,275170.0
2020-02-11 15:25:00,318.89,319.35,318.75,319.29,428224.0
2020-02-11 15:20:00,319.3514,319.57,318.71,318.8899,527722.0
2020-02-11 15:15:00,320.09,320.19,319.3,319.33,378095.0
2020-02-11 15:10:00,320.19,320.57,320.086,320.0862,309234.0
2020-02-11 15:05:00,320.7,321.0,320.195,320.2225,198158.0
2020-02-11 15:00:00,320.97,321.05,320.54,320.68,164458.0
2020-02-11 14:55:00,321.1141,321.13,320.92,320.99,122825.0
2020-02-11 14:50:00,321.08,321.16,320.87,321.1,113793.0
2020-02-11 14:45:00,321.2463,321.4928,320.8023,321.0963,300935.0
2020-02-11 14:40:00,321.0,321.24,320.99,321.23,194123.0
2020-02-11 14:35:00,320.7284,321.3611,320.7105,320.9774,245280.0
2020-02-11 14:30:00,320.5504,320.77,320.3,320.6904,300024.0
2020-02-11 14:25:00,320.86,321.28,320.52,320.58,322830.0
2020-02-11 14:20:00,320.97,321.11,320.71,320.8165,247398.0
2020-02-11 14:15:00,321.3417,321.39,320.9,320.9782,286624.0
2020-02-11 14:10:00,321.3471,321.7586,321.3182,321.3616,250395.0
2020-02-11 14:05:00,321.8,321.86,321.2,321.3236,210355.0
2020-02-11 14:00:00,321.54,321.98,321.54,321.78,188598.0
2020-02-11 13:55:00,322.41,322.41,321.47,321.4901,298931.0
2020-02-11 13:50:00,322.435,322.47,322.41,322.4299,73445.0
2020-02-11 13:45:00,322.23,322.44,322.22,322.44,75712.0
2020-02-11 13:40:00,322.34,322.35,322.25,322.25,75646.0
2020-02-11 13:35:00,322.43,322.66,322.29,322.31,80683.0
2020-02-11 13:30:00,322.19,322.484,322.19,322.4201,107275.0
2020-02-11 13:25:00,322.52,322.55,322.194,322.2,95345.0
2020-02-11 13:20:00,322.75,322.758,322.45,322.515,121733.0
2020-02-11 13:15:00,322.775,322.89,322.74,322.7401,157527.0
2020-02-11 13:10:00,322.72,322.9199,322.685,322.76,128462.0
2020-02-11 13:05:00,322.7135,322.783,322.455,322.7635,136729.0
2020-02-11 13:00:00,322.56,322.73,322.495,322.69,160455.0
2020-02-11 12:55:00,322.29,322.551,322.18,322.5509,110259.0
2020-02-11 12:50:00,322.28,322.5635,322.24,322.29,140752.0
2020-02-11 12:45:00,322.38,322.48,322.16,322.29,138435.0
2020-02-11 12:40:00,321.8952,322.6792,321.8885,322.3853,258070.0
2020-02-11 12:35:00,322.04,322.08,321.86,321.91,130885.0
2020-02-11 12:30:00,322.14,322.19,322.028,322.028,111273.0
2020-02-11 12:25:00,322.08,322.1749,321.87,322.13,93735.0
2020-02-11 12:20:00,321.76,322.14,321.72,322.07,191699.0
2020-02-11 12:15:00,321.68,321.88,321.61,321.77,124939.0
2020-02-11 12:10:00,322.0,322.01,321.6677,321.6994,157053.0
2020-02-11 12:05:00,321.97,322.4,321.83,322.0456,193924.0
2020-02-11 12:00:00,322.1,322.3,321.76,321.96,192549.0
2020-02-11 11:55:00,322.1,322.213,322.08,322.0861,147948.0
2020-02-11 11:50:00,322.14,322.17,321.97,322.0983,176653.0
2020-02-11 11:45:00,321.5902,322.456,321.3249,322.1502,456228.0
2020-02-11 11:40:00,322.09,322.2301,321.37,321.5497,451596.0
2020-02-11 11:35:00,322.47,322.562,321.99,322.08,316018.0
2020-02-11 11:30:00,322.63,322.704,322.464,322.47,148180.0
2020-02-11 11:25:00,322.81,322.825,322.48,322.65,189229.0
2020-02-11 11:20:00,322.56,322.81,322.44,322.81,218233.0
2020-02-11 11:15:00,322.79,322.96,322.5,322.5162,191443.0
2020-02-11 11:10:00,322.86,322.87,322.795,322.82,123099.0
2020-02-11 11:05:00,322.81,323.06,322.7532,322.87,177288.0
2020-02-11 11:00:00,322.78,322.921,322.76,322.83,212842.0
2020-02-11 10:55:00,323.0801,323.0801,322.5,322.73,341351.0
2020-02-11 10:50:00,323.1901,323.28,322.821,323.05,309109.0
2020-02-11 10:45:00,322.65,323.24,322.65,323.2,429520.0
2020-02-11 10:40:00,322.17,322.84,322.15,322.65,339627.0
2020-02-11 10:35:00,322.1898,322.426,322.13,322.18,276909.0
2020-02-11 10:30:00,321.89,322.21,321.85,322.1936,202549.0
2020-02-11 10:25:00,322.0,322.12,321.885,321.91,191245.0
2020-02-11 10:20:00,322.1201,322.34,321.8,321.98,346098.0
2020-02-11 10:15:00,321.91,322.12,321.74,322.12,315722.0
2020-02-11 10:10:00,321.66,322.13,321.6,321.94,303334.0
2020-02-11 10:05:00,321.7301,322.41,321.64,321.71,367023.0
2020-02-11 10:00:00,322.46,322.55,321.77,321.77,437090.0
2020-02-11 09:55:00,322.95,322.95,322.2201,322.3801,363596.0
2020-02-11 09:50:00,322.175,322.96,322.175,322.96,478533.0
2020-02-11 09:45:00,322.22,322.267,321.96,322.16,677045.0
2020-02-11 09:40:00,322.11,322.68,322.03,322.65,693305.0
2020-02-11 09:35:00,323.6,323.9,322.2058,322.2058,1720779.0
2020-02-10 16:00:00,321.16,321.56,321.02,321.54,956847.0
2020-02-10 15:55:00,320.67,321.15,320.608,321.15,575680.0
2020-02-10 15:50:00,320.9527,321.07,320.7201,320.7899,327579.0
2020-02-10 15:45:00,320.845,321.02,320.83,320.95,201731.0
2020-02-10 15:40:00,321.13,321.2,320.76,320.8474,212017.0
2020-02-10 15:35:00,321.27,321.29,320.96,321.1051,252880.0
2020-02-10 15:30:00,320.79,321.33,320.74,321.268,258678.0
2020-02-10 15:25:00,320.83,320.88,320.7,320.77,217040.0
2020-02-10 15:20:00,320.91,321.16,320.82,320.8277,313742.0
2020-02-10 15:15:00,320.8654,320.98,320.77,320.9,305075.0
2020-02-10 15:10:00,320.65,320.876,320.64,320.87,184691.0
2020-02-10 15:05:00,320.6454,320.8,320.63,320.63,279250.0
2020-02-10 15:00:00,320.23,320.79,320.22,320.66,345316.0
2020-02-10 14:55:00,320.232,320.27,320.108,320.2199,264342.0
2020-02-10 14:50:00,319.76,320.3273,319.71,320.2349,301227.0
2020-02-10 14:45:00,319.6,319.74,319.492,319.74,101178.0
2020-02-10 14:40:00,319.7598,319.8,319.53,319.6225,94651.0
2020-02-10 14:35:00,319.8577,319.9341,319.5893,319.7699,103838.0
2020-02-10 14:30:00,319.9119,319.95,319.72,319.8483,97477.0
2020-02-10 14:25:00,319.5777,319.92,319.52,319.892,88645.0
2020-02-10 14:20:00,319.55,319.8,319.51,319.58,167280.0
2020-02-10 14:15:00,319.22,319.555,319.2008,319.5466,113002.0
2020-02-10 14:10:00,319.17,319.3,319.14,319.23,109017.0
2020-02-10 14:05:00,319.36,319.36,319.01,319.2,147672.0
2020-02-10 14:00:00,319.44,319.7,319.35,319.36,122572.0
2020-02-10 13:55:00,319.4125,319.53,319.38,319.45,127441.0
2020-02-10 13:50:00,319.51,319.58,319.24,319.39,130130.0
2020-02-10 13:45:00,319.79,319.87,319.4,319.4966,107576.0
2020-02-10 13:40:00,319.87,319.88,319.68,319.79,85734.0
2020-02-10 13:35:00,319.64,319.93,319.62,319.8899,96667.0
2020-02-10 13:30:00,319.87,319.87,319.58,319.66,120764.0
2020-02-10 13:25:00,319.87,319.94,319.82,319.87,102973.0
2020-02-10 13:20:00,319.85,319.95,319.83,319.88,181373.0
2020-02-10 13:15:00,319.5528,319.9,319.5,319.83,138555.0
2020-02-10 13:10:00,319.6364,319.8816,319.5513,319.5605,102443.0
2020-02-10 13:05:00,319.385,319.7,319.385,319.63,135615.0
2020-02-10 13:00:00,319.33,319.46,319.29,319.39,72870.0
2020-02-10 12:55:00,319.28,319.66,319.27,319.29,109899.0
2020-02-10 12:50:00,319.39,319.46,319.1755,319.28,91439.0
2020-02-10 12:45:00,319.426,319.4692,319.2492,319.36,105144.0
2020-02-10 12:40:00,319.0515,319.7768,319.0261,319.4115,179979.0
2020-02-10 12:35:00,319.2385,319.4628,319.07,319.08,175554.0
2020-02-10 12:30:00,318.72,319.28,318.72,319.211,151455.0
2020-02-10 12:25:00,318.77,318.85,318.72,318.72,155108.0
2020-02-10 12:20:00,318.9801,319.09,318.7257,318.78,196563.0
2020-02-10 12:15:00,318.7198,319.07,318.65,319.04,182840.0
2020-02-10 12:10:00,318.27,318.85,318.16,318.7092,216129.0
2020-02-10 12:05:00,318.9068,318.92,318.2602,318.2602,290953.0
2020-02-10 12:00:00,319.08,319.16,318.9,318.9,216485.0
2020-02-10 11:55:00,319.4736,319.4736,319.01,319.05,208654.0
2020-02-10 11:50:00,319.51,319.847,319.47,319.47,223561.0
2020-02-10 11:45:00,319.94,319.95,319.46,319.5051,169389.0
2020-02-10 11:40:00,319.34,320.0,319.08,319.9242,286336.0
2020-02-10 11:35:00,319.82,320.1262,319.36,319.36,307826.0
2020-02-10 11:30:00,319.63,320.19,319.594,319.85,327349.0
2020-02-10 11:25:00,319.51,319.659,319.43,319.61,165065.0
2020-02-10 11:20:00,319.5134,319.8196,319.4793,319.5184,197679.0
2020-02-10 11:15:00,319.56,319.64,319.348,319.5,231921.0
2020-02-10 11:10:00,319.66,319.88,319.35,319.56,318660.0
2020-02-10 11:05:00,318.9426,319.98,318.917,319.67,339848.0
2020-02-10 11:00:00,319.22,319.31,318.68,318.94,278619.0
2020-02-10 10:55:00,319.51,319.6899,319.04,319.26,307458.0
2020-02-10 10:50:00,319.51,319.95,319.39,319.535,644695.0
2020-02-10 10:45:00,319.3932,319.8313,319.1167,319.5373,628315.0
2020-02-10 10:40:00,318.24,319.39,318.11,319.35,560593.0
2020-02-10 10:35:00,318.26,318.33,318.1,318.1735,255010.0
2020-02-10 10:30:00,318.12,318.243,317.91,318.2429,315683.0
2020-02-10 10:25:00,318.0052,318.229,317.86,318.1252,319506.0
2020-02-10 10:20:00,316.89,318.01,316.86,317.99,406933.0
2020-02-10 10:15:00,317.5114,317.795,316.8841,316.907,432581.0
2020-02-10 10:10:00,317.5301,317.9,317.07,317.4969,472157.0
2020-02-10 10:05:00,318.25,318.59,317.49,317.49,562839.0
2020-02-10 10:00:00,317.45,318.45,316.85,318.25,972967.0
2020-02-10 09:55:00,317.6043,317.69,317.08,317.3509,401328.0
2020-02-10 09:50:00,318.13,318.1425,317.4566,317.53,704379.0
2020-02-10 09:45:00,317.785,318.715,317.785,318.15,813843.0
2020-02-10 09:40:00,317.45,317.95,317.06,317.79,777569.0
2020-02-10 09:35:00,314.1913,317.7749,314.1416,317.4914,2896376.0
2020-02-07 16:00:00,319.75,320.08,319.69,320.04,1031691.0
2020-02-07 15:55:00,319.68,319.8985,319.46,319.7659,635620.0
2020-02-07 15:50:00,319.635,319.86,319.4522,319.65,396199.0
2020-02-07 15:45:00,319.03,319.88,318.97,319.6281,522083.0
2020-02-07 15:40:00,319.28,319.37,318.9,319.03,303797.0
2020-02-07 15:35:00,318.31,319.46,318.12,319.28,531595.0
2020-02-07 15:30:00,318.4375,318.7,318.234,318.3025,371740.0
2020-02-07 15:25:00,318.7403,319.1202,318.3094,318.4803,417705.0
2020-02-07 15:20:00,318.9084,319.3992,318.7285,318.7784,387715.0
2020-02-07 15:15:00,319.1951,319.23,318.78,318.96,344708.0
